ReadmissionRate,Facility_ID,City,State,County,Total_Admissions,HAI_1_SIR,HAI_2_SIR,HAI_5_SIR,HAI_6_SIR,PSI_3,PSI_6,PSI_8,PSI_9,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90,H_Comp_Ov,AMI_TA_PROP,COPD_TA_PROP,HF_TA_PROP,HIPKNEE_TA_PROP,PN_TA_PROP,ED_MEDIAN_VISIT_MINS,ED_LEFT_NOT_SEEN_%,ED_VOLUME,%_SEPSIS_CARE,%_HCWs_FLU_VAX,2018to2020_PCPI,Population_2019,MEDIAN_AGE_TOT,County_Facilities,Pop/Hosp
15.4,450801,TEXARKANA,TX,Bowie,1673,1.003,0.898,2.42,0.27699999999999997,0.09573,0.239688,0.101139,2.911369,1.151733,7.814829,5.263383,4.836199,0.766207,1.025994,1.012767,3.0,0.17872086072922894,0.29109384339509864,0.4626419605499104,0.19187089061566048,0.4961147638971906,212.0,,0.0,36.0,99.0,41837.66666666666,93245.0,38.3,2,46622.5
15.6,450804,HOUSTON,TX,Harris,571,,,,0.0,0.425108,0.22264,0.090613,2.506133,1.333935,2.809854,1.84203,3.877454,0.8557889999999999,1.176697,0.727033,5.0,,,,,,88.0,3.0,1.0,,53.0,59358.33333333334,4713325.0,34.0,21,224444.04761904763
15.2,450809,AUSTIN,TX,Travis,1423,1.14,0.628,0.907,0.223,0.334425,0.191494,0.088255,2.881481,1.4281,6.236548,2.504734,5.149895,0.811523,0.787609,0.900962,4.0,0.08503162333099086,0.1286015460295151,0.29936753338018274,0.320449754040759,0.3506676036542516,155.0,0.0,4.0,72.0,76.0,71935.33333333331,1273954.0,34.8,6,212325.66666666666
15.0,450820,SUGAR LAND,TX,Fort Bend,1810,0.552,0.489,0.326,0.35,0.463902,0.171149,0.086827,2.005258,1.152118,3.708859,4.0166330000000015,3.5235870000000005,0.8127979999999999,0.796813,0.821466,4.0,0.11657458563535912,0.17569060773480666,0.3988950276243094,0.2287292817679558,0.5248618784530387,159.0,27.0,3.0,65.0,99.0,60748.0,811688.0,36.8,5,162337.6
15.1,450827,WICHITA FALLS,TX,Wichita,228,,,,,0.429764,0.225356,0.094266,2.340851,1.376456,4.653536,3.157245,4.3137940000000015,0.856942,1.173094,0.877756,,,,,,0.14912280701754385,138.0,,0.0,,46.0,44455.0,132230.0,34.6,2,66115.0
16.5,450840,ALLEN,TX,Collin,268,,,,0.444,0.42609,0.223016,0.095028,2.435845,1.412882,4.677574,3.104517,5.348091,0.8485450000000001,1.108406,0.928733,4.0,0.11940298507462685,0.22388059701492535,0.5559701492537313,,0.4626865671641791,143.0,1.0,2.0,69.0,74.0,69428.66666666669,1034730.0,37.2,8,129341.25
15.9,450844,HOUSTON,TX,Harris,1479,0.721,0.256,1.103,0.415,0.41225,0.243227,0.10164,2.3342560000000003,1.264304,2.970007,3.374247,4.556312,0.817555,0.8339,0.8305809999999999,4.0,0.10209601081812036,0.1162947937795808,0.4503042596348885,0.1460446247464503,0.4232589587559162,186.0,4.0,4.0,75.0,,59358.33333333334,4713325.0,34.0,21,224444.04761904763
14.5,450847,KATY,TX,Fort Bend,732,0.0,1.225,0.501,0.69,0.152655,0.275356,0.104544,2.8660810000000003,1.37965,5.260726,3.479793,4.966699,0.972443,0.942544,0.881174,3.0,0.1051912568306011,0.1762295081967213,0.4098360655737705,0.09289617486338797,0.6297814207650273,182.0,,0.0,55.0,94.0,60748.0,811688.0,36.8,5,162337.6
15.8,450848,SUGAR LAND,TX,Fort Bend,488,0.35700000000000004,1.03,0.623,0.318,0.22618,0.288497,0.09381,2.535561,1.3616700000000002,3.932389,3.028683,4.7809050000000015,0.833195,0.970647,0.8206040000000001,3.0,0.15163934426229508,0.19262295081967207,0.3668032786885246,0.10450819672131148,0.6290983606557377,151.0,,0.0,57.0,96.0,60748.0,811688.0,36.8,5,162337.6
15.3,450851,DALLAS,TX,Dallas,347,,,,0.0,0.32019200000000003,0.224201,0.093634,2.350145,1.173435,4.19404,3.624047,3.752301,0.846551,1.129637,0.814557,5.0,0.7175792507204611,,0.2824207492795389,,,,,0.0,,98.0,63321.0,2635516.0,33.7,17,155030.35294117648
14.9,450853,FRISCO,TX,Denton,218,,,,0.0,0.530482,0.22663000000000005,0.093883,2.884606,1.3794620000000002,3.686249,4.576691,4.3084120000000015,0.854723,1.131213,0.960503,5.0,,,,,,120.0,0.0,1.0,,95.0,60881.0,887207.0,36.1,6,147867.83333333334
15.1,450855,HARLINGEN,TX,Cameron,450,0.0,0.247,,0.17,0.207069,0.205459,0.093373,2.227119,1.324384,5.656141000000001,3.055514,4.1794699999999985,0.852716,1.08998,0.821464,4.0,0.16666666666666666,0.22,0.36666666666666653,0.22,0.5733333333333334,142.0,1.0,2.0,88.0,80.0,30951.66666666667,423163.0,32.3,4,105790.75
15.7,450856,SAN ANTONIO,TX,Bexar,201,,,,,0.522658,0.226485,0.094547,2.3335060000000003,1.381183,5.165921,2.627391,4.279033,0.8544790000000001,1.155314,0.89012,5.0,,,,,,108.0,2.0,1.0,,82.0,47428.66666666666,2003554.0,34.0,8,250444.25
15.3,450862,THE WOODLANDS,TX,Montgomery,873,0.491,0.276,0.831,0.244,0.417515,0.195799,0.09225,2.023174,1.289565,3.938599,3.06107,4.68647,0.8286290000000001,0.967162,0.842888,4.0,0.12256586483390608,0.17869415807560138,0.4192439862542955,,0.4753722794959908,144.0,1.0,2.0,83.0,90.0,64554.0,607391.0,37.1,3,202463.66666666666
13.3,450864,TYLER,TX,Smith,409,,,,0.0,0.469672,0.222574,0.092693,2.702869,1.347304,2.666861,3.839011,3.859429,0.8550559999999999,1.153801,0.844267,5.0,,,,,,142.0,,0.0,,46.0,56382.0,232751.0,36.8,3,77583.66666666667
14.7,450867,AUSTIN,TX,Travis,270,0.0,0.889,,0.579,0.401011,0.22188400000000005,0.094505,2.432009,1.389273,4.328257,3.611834,4.9900400000000005,0.8485809999999999,1.1004040000000002,0.917433,4.0,,0.1962962962962963,0.32592592592592595,0.2333333333333333,0.6814814814814815,177.0,2.0,2.0,68.0,87.0,71935.33333333331,1273954.0,34.8,6,212325.66666666666
16.3,450869,EDINBURG,TX,Hidalgo,1052,1.136,0.624,0.545,0.268,0.366702,0.225568,0.08988099999999999,2.42723,1.348224,6.9942660000000005,4.617939,9.005059,0.805754,1.03067,1.242167,3.0,0.16064638783269966,0.0779467680608365,0.3450570342205323,0.11787072243346007,0.3346007604562737,218.0,2.0,3.0,60.0,80.0,28750.33333333333,868707.0,29.7,5,173741.4
18.2,45086F,TEMPLE,TX,Bell,1238,1.245,0.452,,,0.177393,0.198875,0.09096,2.322141,1.272294,4.018187,3.083177,3.481696,0.925869,1.773061,0.747885,4.0,0.09046849757673668,0.3247172859450727,0.38852988691437795,0.20032310177705975,0.29967689822294025,,,0.0,,,44611.66666666666,362924.0,31.5,4,90731.0
14.3,450875,AMARILLO,TX,Potter,355,,,,,0.520037,0.22705,0.092271,2.64514,1.37526,3.533806,2.310986,4.246311,0.857059,1.172772,0.8260930000000001,5.0,,,,,,,,0.0,,99.0,47294.0,117415.0,34.2,4,29353.75
15.3,450876,LUBBOCK,TX,Lubbock,457,,,,1.575,0.369735,0.390841,0.092345,3.3958480000000004,1.873575,5.592751,2.2833330000000003,4.704638,0.836124,1.100415,0.937154,4.0,0.350109409190372,0.1050328227571116,0.5339168490153173,,0.14660831509846828,124.0,1.0,1.0,,90.0,44899.0,310569.0,31.1,3,103523.0
15.7,450885,FRISCO,TX,Collin,272,0.0,,,0.494,0.382175,0.260714,0.094745,2.422178,,,3.619658,,0.8552569999999999,1.146565,0.939419,3.0,0.2169117647058824,0.2022058823529412,0.2720588235294117,0.1213235294117647,0.6838235294117647,140.0,1.0,1.0,46.0,96.0,69428.66666666669,1034730.0,37.2,8,129341.25
15.6,450890,PLANO,TX,Collin,1067,1.431,1.419,0.0,0.5329999999999999,0.908867,0.199928,0.091107,2.382772,1.289772,4.451418,2.223576,4.945888,0.798148,1.050496,0.977505,4.0,0.024367385192127458,0.2099343955014058,0.2380506091846298,0.13683223992502344,0.3486410496719775,214.0,1.0,2.0,67.0,97.0,69428.66666666669,1034730.0,37.2,8,129341.25
16.0,45090F,SAN ANTONIO,TX,Bexar,1636,1.706,1.042,,,0.455573,0.227045,0.08960900000000001,2.030571,1.3984,3.960942,3.446623,4.119972,0.745472,1.013695,0.858188,,0.1460880195599022,0.2029339853300733,0.3502444987775061,0.12163814180929094,0.25244498777506114,,,0.0,,,47428.66666666666,2003554.0,34.0,8,250444.25
13.8,460001,PROVO,UT,Utah,1289,1.714,2.0269999999999997,0.17,0.45,0.419184,0.213656,0.102506,2.851579,1.571402,3.680698000000001,2.632452,4.43885,0.7966850000000001,1.078322,0.839835,4.0,0.2692009309542281,0.031031807602792862,0.15981380915438326,0.3118696664080683,0.3126454615981381,176.0,1.0,3.0,84.0,94.0,43679.0,636235.0,25.2,4,159058.75
14.1,460004,OGDEN,UT,Weber,1083,0.503,1.239,0.565,0.35700000000000004,0.358734,0.298763,0.09062,3.126292,0.93969,3.4382040000000003,2.948805,3.953571,0.952499,1.077564,0.788212,4.0,0.17082179132040629,0.08771929824561403,0.22437673130193905,0.41089566020313945,0.30378578024007385,158.0,1.0,3.0,42.0,93.0,43761.333333333336,260213.0,33.0,2,130106.5
15.7,460005,OGDEN,UT,Weber,475,1.5230000000000001,0.982,0.0,0.88,0.234034,0.251289,0.093173,2.38561,1.274863,7.640344,4.215614,4.4527839999999985,0.842426,1.041821,0.971838,2.0,0.13263157894736846,0.0863157894736842,0.1957894736842105,0.3305263157894737,0.32,121.0,0.0,2.0,65.0,81.0,43761.333333333336,260213.0,33.0,2,130106.5
15.1,460006,SALT LAKE CITY,UT,Salt Lake,324,0.353,0.568,1.5190000000000001,1.385,0.303773,0.222662,0.093523,2.34297,1.340913,3.603554,3.064142,3.858453,0.8437879999999999,0.994151,0.7726689999999999,4.0,,0.0925925925925926,0.1728395061728395,,0.30246913580246915,162.0,1.0,2.0,,92.0,55562.66666666666,1160437.0,33.2,6,193406.16666666666
14.9,460009,SALT LAKE CITY,UT,Salt Lake,1788,0.784,0.754,0.7020000000000001,0.732,0.411696,0.194778,0.110064,2.95275,1.391713,4.607529,3.241311,5.201667,0.833577,0.90297,0.921271,4.0,0.11353467561521252,0.043064876957494405,0.26174496644295303,0.2706935123042505,0.12751677852348994,244.0,3.0,4.0,60.0,99.0,55562.66666666666,1160437.0,33.2,6,193406.16666666666
14.3,460010,MURRAY,UT,Salt Lake,1709,0.882,0.887,0.7090000000000001,0.601,0.191583,0.214563,0.087814,3.010885,1.624858,3.519768,2.83625,4.027261,1.060983,1.130748,0.7681939999999999,4.0,0.2393212404915155,0.07138677589233469,0.3551784669397308,0.08777062609713282,0.2480983031012288,190.0,1.0,4.0,60.0,94.0,55562.66666666666,1160437.0,33.2,6,193406.16666666666
15.1,460011,PRICE,UT,Carbon,225,,,,0.498,0.435881,0.226609,0.094699,2.494594,1.410706,4.630845,3.191896,4.691096,0.8508459999999999,1.135601,0.903699,4.0,,0.13333333333333333,0.1955555555555556,0.5822222222222222,0.6533333333333333,103.0,,0.0,31.0,99.0,40340.66666666666,20463.0,37.6,1,20463.0
15.4,460013,PAYSON,UT,Utah,283,,,,0.0,0.407448,0.224745,0.094376,2.446045,1.402258,4.204212999999998,2.81162,6.270658999999998,0.8562219999999999,1.549628,0.953934,5.0,0.1060070671378092,,0.15901060070671375,0.950530035335689,0.3498233215547703,134.0,0.0,1.0,64.0,76.0,43679.0,636235.0,25.2,4,159058.75
14.8,460015,LOGAN,UT,Cache,264,,0.88,,0.141,0.916644,0.262658,0.094789,2.669306,1.388521,4.234471,3.411751,4.497801,0.849031,1.46241,1.049068,4.0,0.20833333333333331,,0.3674242424242424,0.2765151515151515,0.4318181818181818,135.0,0.0,2.0,64.0,93.0,42243.0,128289.0,25.5,1,128289.0
13.4,460021,ST GEORGE,UT,Washington,2091,0.968,0.762,0.33799999999999997,0.244,0.400463,0.317782,0.087156,2.394028,1.359776,3.594001,1.925147,4.421151999999998,0.924061,1.636555,0.806524,5.0,0.24342419894787184,0.08943089430894309,0.19846963175514107,0.539454806312769,0.31420373027259685,144.0,1.0,3.0,54.0,95.0,41871.66666666666,177556.0,38.4,1,177556.0
15.6,460023,AMERICAN FORK,UT,Utah,312,,,,0.134,0.398801,0.264271,0.09483,2.469414,1.400305,4.506796,3.143182,4.697262,0.8508180000000001,1.114077,0.891544,3.0,,,0.22115384615384612,0.25961538461538464,0.4711538461538462,156.0,1.0,2.0,74.0,88.0,43679.0,636235.0,25.2,4,159058.75
15.2,46002F,SALT LAKE CITY,UT,Salt Lake,965,,,,,0.419209,0.242347,0.091969,2.418839,1.373839,3.798617,2.414095,3.721694,1.420585,1.541508,0.800433,4.0,0.10155440414507773,0.16476683937823836,0.5564766839378238,0.15129533678756474,0.21865284974093266,,,0.0,,,55562.66666666666,1160437.0,33.2,6,193406.16666666666
15.2,460041,LAYTON,UT,Davis,365,2.593,0.523,,0.753,1.293543,0.218005,0.107288,2.383281,1.389242,6.253426,3.423045,5.02316,0.8496790000000001,1.097463,1.224384,2.0,0.18904109589041096,0.14520547945205478,0.3068493150684932,0.2821917808219178,0.5726027397260274,124.0,0.0,2.0,52.0,96.0,48917.66666666666,355481.0,31.5,2,177740.5
15.0,460042,BOUNTIFUL,UT,Davis,360,,,,0.226,0.311627,0.218384,0.093759,2.4077580000000003,1.385386,3.985986,2.609188,4.487779,0.850743,1.095439,0.801076,3.0,0.11388888888888887,,0.25,,0.31666666666666665,146.0,0.0,1.0,48.0,98.0,48917.66666666666,355481.0,31.5,2,177740.5
14.8,460047,SALT LAKE CITY,UT,Salt Lake,1079,1.041,0.513,0.44799999999999995,0.327,0.145682,0.188915,0.09001,1.934466,1.078394,3.596015,2.429313,4.022363,0.955043,1.042209,0.6752020000000001,3.0,0.12604263206672844,0.07228915662650602,0.22335495829471733,0.5783132530120482,0.31417979610750696,120.0,0.0,3.0,56.0,92.0,55562.66666666666,1160437.0,33.2,6,193406.16666666666
14.5,460051,WEST JORDAN,UT,Salt Lake,377,0.461,0.355,0.0,0.985,0.273756,0.211773,0.106262,2.59103,1.383437,4.066909,3.463137,4.330756,0.838717,1.0244540000000002,0.8316690000000001,2.0,0.2440318302387268,0.12997347480106097,0.4588859416445623,0.6127320954907162,0.7188328912466844,170.0,0.0,3.0,69.0,98.0,55562.66666666666,1160437.0,33.2,6,193406.16666666666
15.5,460052,OREM,UT,Utah,229,1.045,1.181,,0.0,0.403925,0.219881,0.094486,2.61631,1.331197,5.291798,2.900841,5.296513,0.854002,1.121684,0.926197,4.0,0.1222707423580786,,0.22707423580786024,0.6026200873362445,0.2794759825327511,104.0,0.0,1.0,53.0,87.0,43679.0,636235.0,25.2,4,159058.75
14.9,470001,BARRE,VT,Washington,586,,0.727,,0.556,0.25203600000000004,0.212768,0.105683,2.444809,1.402551,4.547189,2.803736,4.657619,0.843875,1.490392,0.835361,4.0,0.07849829351535836,0.2542662116040956,0.5255972696245734,0.2764505119453925,0.5580204778156996,168.0,,0.0,62.0,87.0,61498.66666666666,58409.0,43.6,1,58409.0
14.6,470003,BURLINGTON,VT,Chittenden,2512,0.47100000000000003,1.439,0.613,0.647,0.413103,0.167041,0.085315,2.532196,1.319517,3.744858,3.103219,4.060788,1.284582,1.045969,0.818749,4.0,0.31528662420382164,0.09872611464968152,0.2846337579617834,0.21656050955414013,0.16321656050955413,215.0,,0.0,35.0,79.0,61998.0,163774.0,36.8,1,163774.0
15.3,470005,RUTLAND,VT,Rutland,915,0.0,0.40700000000000003,0.0,0.721,0.541484,0.20920100000000005,0.090902,2.270921,1.355733,4.5866430000000005,3.952413,4.669645,0.8241620000000001,0.966057,0.95524,4.0,0.030601092896174863,0.2284153005464481,0.3311475409836065,0.6426229508196721,0.4448087431693989,156.0,1.0,2.0,48.0,84.0,54040.33333333334,58191.0,47.1,1,58191.0
15.1,470011,BRATTLEBORO,VT,Windham,281,,,,,1.051919,0.226047,0.094601,2.491709,1.407323,4.728943,3.131598,4.751474,0.848628,1.149026,1.082922,3.0,,0.3665480427046263,0.4092526690391459,0.6583629893238434,0.5124555160142349,181.0,,0.0,59.0,94.0,53118.0,42222.0,48.0,1,42222.0
15.9,470012,BENNINGTON,VT,Bennington,564,,1.6909999999999998,,0.152,0.307365,0.214364,0.093917,2.712746,1.404836,5.683697,3.564481,4.572159,0.846115,1.099478,0.91343,4.0,,0.3102836879432624,0.45035460992907794,0.20567375886524825,0.8191489361702128,186.0,1.0,2.0,50.0,92.0,55865.33333333334,35470.0,47.1,1,35470.0
16.8,47001F,WHITE RIVER JUNCTION,VT,Windsor,510,,,,,0.330964,0.222518,0.093626,2.198339,1.312339,3.5645800000000003,3.799542,4.4088400000000005,0.8231729999999999,1.002656,0.8418950000000001,4.0,,0.21568627450980396,0.29411764705882354,0.2647058823529412,0.3196078431372549,,,0.0,,,60379.66666666666,55062.0,48.2,1,55062.0
16.2,470024,SAINT ALBANS,VT,Franklin,391,,,,1.956,1.538577,0.224899,0.093755,2.69961,1.405232,4.4496080000000005,4.81906,4.627941000000001,0.848707,1.1342709999999998,1.299583,2.0,0.06649616368286446,0.3452685421994885,0.4578005115089514,0.2122762148337596,0.6112531969309463,140.0,,0.0,47.0,85.0,49120.66666666666,49402.0,41.1,1,49402.0
15.6,471301,RANDOLPH,VT,Orange,212,,,,0.0,,,,,,,,,,,,4.0,,0.2311320754716981,0.5188679245283019,0.2688679245283019,0.4811320754716981,,1.0,1.0,,98.0,50034.66666666666,28892.0,46.7,1,28892.0
15.4,471303,SAINT JOHNSBURY,VT,Caledonia,228,,,,1.028,,,,,,,,,,,,4.0,,0.2675438596491228,0.3201754385964912,0.6491228070175439,0.5043859649122807,,,0.0,,,44336.0,29993.0,45.5,1,29993.0
14.9,471305,MORRISVILLE,VT,Lamoille,296,,,,,,,,,,,,,,,,5.0,,0.2939189189189189,0.2635135135135135,,0.35135135135135137,110.0,,0.0,,,55923.33333333334,25362.0,41.4,1,25362.0
15.4,471307,MIDDLEBURY,VT,Addison,229,,,,0.7490000000000001,,,,,,,,,,,,4.0,,0.27510917030567683,0.3318777292576419,0.6724890829694323,0.8427947598253275,151.0,,0.0,,,53119.33333333334,36777.0,43.8,1,36777.0
15.2,490004,HARRISONBURG,VA,Harrisonburg City,1808,1.32,0.519,0.426,0.304,0.608237,0.204961,0.08794600000000001,1.90276,1.25777,5.2717,3.558188,5.479173,0.8188529999999999,1.427807,1.016604,3.0,0.14988938053097345,0.19413716814159293,0.7588495575221239,0.2179203539823009,0.5,140.0,1.0,4.0,29.0,89.0,41038.66666666666,53016.0,25.8,1,53016.0
15.6,490005,WINCHESTER,VA,Winchester City,3004,0.29100000000000004,0.466,0.596,0.44299999999999995,0.336525,0.267037,0.09375,2.263462,1.363776,4.238257,2.013467,5.141721,0.879957,1.115903,0.822858,4.0,0.19474034620505992,0.26165113182423433,0.465046604527297,0.2952729693741677,0.3402130492676431,167.0,0.0,4.0,46.0,75.0,52336.66666666666,28078.0,36.9,1,28078.0
14.5,490007,NORFOLK,VA,Norfolk City,2203,0.7709999999999999,0.5760000000000001,0.794,0.8270000000000001,0.7002229999999999,0.430392,0.130801,3.32947,1.444257,2.579607,4.703684,4.582192,0.8658799999999999,2.216728,1.081791,3.0,0.2614616432137994,0.06627326373127554,0.40444847934634587,,0.12846118928733544,160.0,3.0,4.0,17.0,69.0,40237.0,242742.0,31.0,3,80914.0
15.2,490009,CHARLOTTESVILLE,VA,Charlottesville City,2776,1.226,1.057,0.88,0.733,1.126202,0.257471,0.104871,2.340471,2.135137,3.924042,4.521418,4.199205,0.674355,0.686768,1.156242,4.0,0.1304034582132565,0.08285302593659942,0.2770172910662824,0.2629682997118156,0.16606628242074928,315.0,2.0,4.0,14.0,99.0,76031.33333333331,47266.0,32.1,1,47266.0
15.7,490011,NORFOLK,VA,Norfolk City,391,1.956,0.214,,0.106,1.032103,0.25133,0.093887,3.3717650000000003,1.354688,5.970797,4.150604,4.819816,0.845668,1.392061,1.197763,2.0,0.17135549872122766,0.35805626598465473,0.4987212276214834,0.11508951406649615,0.4143222506393862,163.0,,0.0,50.0,74.0,40237.0,242742.0,31.0,3,80914.0
14.7,490013,SOUTH BOSTON,VA,Halifax,507,,0.509,,0.33299999999999996,0.272935,0.212611,0.093625,2.890274,1.390733,5.309349,2.898438,5.6061760000000005,0.843091,1.072171,0.910395,3.0,0.10848126232741616,0.52465483234714,0.5305719921104537,0.3195266272189349,0.5404339250493096,156.0,1.0,2.0,10.0,73.0,37731.0,33911.0,47.0,1,33911.0
15.0,490017,PORTSMOUTH,VA,Portsmouth City,903,1.2890000000000001,0.82,1.839,0.387,0.129393,0.260852,0.103135,2.565696,1.255863,3.81311,3.590157,3.762623000000001,0.8346809999999999,0.908171,0.756232,2.0,0.20376522702104094,0.1849390919158361,0.4817275747508306,0.248062015503876,0.3399778516057586,168.0,,0.0,37.0,81.0,41425.333333333336,94398.0,35.7,1,94398.0
14.6,490018,FISHERSVILLE,VA,Augusta,1534,1.3030000000000002,3.195,1.548,0.409,0.180604,0.174,0.089262,2.838124,1.473634,5.619637,3.443855,4.750442,0.814662,1.21761,0.8801889999999999,4.0,0.1897001303780965,0.1844850065189048,0.484354628422425,0.4406779661016949,0.3898305084745763,172.0,2.0,3.0,49.0,87.0,45366.33333333334,75558.0,45.7,1,75558.0
14.5,490019,CULPEPER,VA,Culpeper,419,,,,0.0,0.32460500000000003,0.22189,0.093916,2.722109,1.242215,4.581216,2.892445,4.732488,0.849722,1.142907,0.8498469999999999,2.0,,0.3436754176610978,0.5704057279236276,0.522673031026253,0.6420047732696897,130.0,,0.0,58.0,96.0,48072.66666666666,52605.0,39.3,1,52605.0
15.1,490020,HOPEWELL,VA,Hopewell City,478,1.382,0.8029999999999999,,0.402,0.295873,0.219387,0.093995,2.435453,1.41021,5.647084,4.102078,4.668972,0.8406790000000001,1.092061,0.938276,3.0,,0.3577405857740586,0.41422594142259417,0.06694560669456066,0.3284518828451883,113.0,0.0,4.0,78.0,66.0,39210.0,22529.0,35.8,1,22529.0
14.7,490021,LYNCHBURG,VA,Lynchburg City,4026,1.591,1.84,0.645,0.527,0.751023,0.261777,0.112945,2.793087,1.598992,3.561259,3.207246,4.549013,0.768776,1.256284,0.98276,3.0,0.17337307501241928,0.12220566318926974,0.3176850471932439,0.2647789369100845,0.2804272230501739,204.0,1.0,4.0,29.0,98.0,38534.0,82168.0,28.4,1,82168.0
17.4,490022,FREDERICKSBURG,VA,Fredericksburg City,3270,2.375,1.058,0.887,0.225,0.644305,0.310865,0.117257,1.4395950000000002,1.138059,7.664358999999998,4.32356,3.411519,1.067073,1.478404,1.047322,3.0,0.11559633027522935,0.21896024464831804,0.3474006116207951,0.3238532110091743,0.3470948012232416,199.0,2.0,4.0,60.0,97.0,52527.66666666666,29036.0,30.5,2,14518.0
15.2,490023,WARRENTON,VA,Fauquier,497,,1.3459999999999999,,0.49200000000000005,3.821008,0.218175,0.092795,2.386167,1.3020459999999998,4.088603,2.700419,4.3867720000000014,0.850217,1.047297,1.801046,2.0,,0.30784708249496984,0.4426559356136821,0.5794768611670021,0.7786720321931591,176.0,1.0,2.0,45.0,95.0,72211.0,71222.0,41.6,1,71222.0
16.0,490024,ROANOKE,VA,Roanoke City,3700,0.545,2.0069999999999997,0.672,0.75,0.712138,0.155185,0.08973300000000001,2.883009,1.384944,7.211784,4.231293,4.834442,0.957549,2.075396,1.148693,3.0,0.1772972972972973,0.13405405405405404,0.3867567567567568,0.3124324324324324,0.24783783783783786,323.0,2.0,4.0,11.0,98.0,43794.66666666666,99143.0,38.7,1,99143.0
15.3,490032,RICHMOND,VA,Richmond City,2056,0.496,0.603,0.72,0.6859999999999999,0.5765600000000001,0.179377,0.08441799999999999,2.431995,2.3551990000000003,4.573736,6.05638,6.312625,0.716933,0.857399,1.212439,4.0,0.1211089494163424,0.06663424124513619,0.313715953307393,0.13521400778210116,0.17412451361867706,238.0,1.0,4.0,22.0,93.0,55726.0,230436.0,34.4,4,57609.0
15.7,490033,FRONT ROYAL,VA,Warren,310,,,,0.28300000000000003,0.413443,0.264783,0.094628,2.524909,1.420242,4.931778,3.4621690000000003,4.848481,,1.176672,0.937786,4.0,,0.5451612903225806,0.5483870967741935,,0.4806451612903226,136.0,0.0,2.0,56.0,59.0,47830.33333333334,40164.0,41.0,1,40164.0
15.1,490037,ONANCOCK,VA,Northampton,309,,,,0.28600000000000003,0.879476,0.254491,0.094775,2.499054,,,3.3529949999999995,,0.847833,1.155904,1.058746,4.0,0.0970873786407767,0.3786407766990291,0.5307443365695793,,0.6181229773462783,114.0,0.0,2.0,82.0,99.0,57158.0,11710.0,49.7,1,11710.0
14.8,490040,ALEXANDRIA,VA,Alexandria City,1681,0.0,0.381,0.264,0.053,0.112489,0.178213,0.100353,2.214757,1.23598,5.589815,3.1077060000000003,4.454466,0.814404,0.848097,0.7919649999999999,3.0,0.12135633551457466,0.1290898274836407,0.2986317668054729,0.25580011897679955,0.33135038667459843,175.0,0.0,4.0,92.0,98.0,90493.33333333331,159428.0,37.2,1,159428.0
15.2,490041,NEWPORT NEWS,VA,Newport News City,782,1.844,0.622,0.0,0.344,0.247908,0.210459,0.102347,2.416366,1.238832,3.906223,4.848071,3.924393,0.844892,1.004999,0.858816,2.0,0.0959079283887468,0.17135549872122766,0.24552429667519185,,0.24168797953964194,153.0,,0.0,70.0,82.0,42557.66666666666,179225.0,33.8,2,89612.5
15.0,490042,CHRISTIANSBURG,VA,Montgomery,756,0.0,0.192,0.6779999999999999,0.899,0.191497,0.20148,0.092052,2.356622,1.319788,4.115109,3.41364,5.32126,0.834741,1.331038,0.855029,3.0,0.12698412698412698,0.2301587301587301,0.6402116402116402,0.1388888888888889,0.4166666666666667,245.0,2.0,2.0,7.0,98.0,37908.333333333336,98535.0,30.2,2,49267.5
14.5,490043,LEESBURG,VA,Loudoun,1570,1.213,0.322,0.0,0.07400000000000001,0.134839,0.183262,0.11393,2.104135,1.311799,3.50834,3.15095,4.47116,0.8305100000000001,1.19524,0.753794,4.0,0.09872611464968152,0.1248407643312102,0.3707006369426751,0.1554140127388535,0.5031847133757962,169.0,0.0,4.0,92.0,97.0,81396.33333333331,413538.0,36.9,1,413538.0
15.3,490044,SUFFOLK,VA,Suffolk City,1249,0.9840000000000001,0.607,1.412,0.19899999999999998,0.159236,0.192689,0.102401,2.053295,1.57129,4.249134,2.799887,5.407306,0.8255129999999999,1.288171,0.830067,4.0,0.0544435548438751,0.2201761409127302,0.5316253002401922,0.24499599679743794,0.3266613290632506,141.0,1.0,4.0,28.0,51.0,52727.33333333334,92108.0,38.5,1,92108.0
15.8,490045,MANASSAS,VA,Prince William,609,0.0,0.469,0.0,0.054000000000000006,0.226304,0.28044600000000003,0.093059,2.950978,1.363782,5.260227,2.554754,5.08089,1.000572,1.7506389999999998,0.884598,3.0,0.24630541871921185,0.1724137931034483,0.4630541871921182,0.33169129720853857,0.5681444991789819,218.0,2.0,3.0,49.0,93.0,56908.66666666666,470335.0,35.7,3,156778.33333333334
16.0,490046,NORFOLK,VA,Norfolk City,2397,0.599,0.7290000000000001,1.4869999999999999,0.424,0.101266,0.238788,0.08328200000000001,2.2440740000000003,1.212294,5.747925,3.010749,5.479367,1.2558280000000002,1.537814,0.8739549999999999,4.0,0.08051731330830204,0.14935335836462246,0.4138506466416354,0.9599499374217773,0.2882770129328327,122.0,1.0,4.0,16.0,67.0,40237.0,242742.0,31.0,3,80914.0
